drug_idx,drug_name,x,y,predicted_target_class
1085,riociguat,-1.8927333,-0.047295034,fungus
1086,risedronate,0.3501637,-0.20975116,virus
1087,risperidone,7.965829,0.08996804,human_cell
1088,ritonavir,2.6952646,-0.14045572,human_cell
1089,rivaroxaban,-0.1545887,-0.096025705,human_cell
1090,rivastigmine,4.1387653,-0.1712665,human_cell
1091,rizatriptan,0.49830985,-0.11434135,virus
1092,rocuronium,-1.1973307,0.05237411,bacteria
1093,rofecoxib,2.1812522,-0.09999421,human_cell
1094,roflumilast,-1.2600493,-0.09417266,virus
1095,romidepsin,-0.57606053,-0.011492625,bacteria
1096,ropinirole,8.02044,-0.10794428,human_cell
1097,ropivacaine,3.361635,0.29730588,human_cell
1098,rosiglitazone,-0.7723129,-0.031794637,bacteria
1099,rosuvastatin,-0.9437299,-0.082238376,virus
1100,rotigotine,1.3737366,-0.0345082,human_cell
1101,roxithromycin,-0.6825969,-0.014592797,virus
1102,rufinamide,-0.5313175,-0.09783459,virus
1103,ruxolitinib,-1.3110664,-0.02666223,fungus
1104,s-benzoylmercaptoacetyltriglycine,-2.5257554,0.04908304,fungus
1105,sacrosidase,-2.470013,0.052181333,fungus
1106,salbutamol,1.9231265,0.054414913,human_cell
1107,salicylate,-1.2790146,-0.02896811,bacteria
1108,salmeterol,0.8633325,-0.14984468,virus
1109,salmon,1.598572,-0.08301836,human_cell
1110,salsalate,-2.1466703,0.039977998,fungus
1111,samarium,-1.3733633,-0.050304174,bacteria
1112,saquinavir,4.935561,0.014249027,human_cell
1113,sativex,-0.0962162,0.09392779,human_cell
1114,saxagliptin,-1.1655838,-0.012374461,bacteria
1115,scopolamine,-0.28481698,-0.015144795,human_cell
1116,secobarbital,-1.5369868,-0.038785055,bacteria
1117,selenium,-2.4199345,-0.06679985,fungus
1118,sertaconazole,-2.240017,-0.0065322965,fungus
1119,sertraline,3.8513997,-0.14931494,human_cell
1120,sevelamer,-1.1968141,0.0038647652,bacteria
1121,sevoflurane,0.545625,0.020161256,human_cell
1122,sibutramine,2.6080577,-0.23537868,virus
1123,signifor,-1.2313325,-0.049559906,fungus
1124,sildenafil,3.5150588,-0.09889507,human_cell
1125,silodosin,-1.1038089,-0.08251023,virus
1126,silver,-1.4673023,0.11736323,bacteria
1127,simvastatin,0.05288768,-0.1025137,virus
1128,sitagliptin,0.1483028,-0.08983153,virus
1129,sitaxsentan,7.096402,0.1977511,human_cell
1130,sodium,3.438565,-0.076982856,human_cell
1131,sofosbuvir,-0.46405602,-0.39787915,virus
1132,solifenacin,-0.30126238,-0.06456599,human_cell
1133,som230,-0.4858606,0.0069883913,bacteria
1134,sonovue,-1.7250404,-0.035117194,fungus
1135,sorafenib,1.8488524,0.007191688,human_cell
1136,sotalol,0.20404124,-0.036787614,human_cell
1137,sparfloxacin,1.0686843,-0.21826029,virus
1138,spectinomycin,-2.394618,0.07201172,fungus
1139,spinosad,-1.9165218,-0.10839939,fungus
1140,spironolactone,-1.2193928,-0.020635441,bacteria
1141,stalevo,0.13260627,0.020282716,human_cell
1142,stavudine,0.2587149,-0.22770536,virus
1143,stiripentol,-1.7985389,-0.0251102,fungus
1144,streptomycin,-1.7045488,0.128218,bacteria
1145,streptozotocin,0.5238974,0.010308415,human_cell
1146,strontium,-0.928776,-0.07913518,fungus
1147,su5416,0.9634106,-0.061741427,human_cell
1148,succinylcholine,-0.7744093,0.10831356,bacteria
1149,sufentanil,-1.7463162,0.001714468,bacteria
1150,sugammadex,0.7974918,0.3144914,human_cell
1151,sulconazole,-2.3996077,-0.022738948,fungus
1152,sulfacetamide,-2.0285482,0.03704758,bacteria
1153,sulfadiazine,-0.58220625,0.027037844,bacteria
1154,sulfamethoxazole,-0.62446976,-0.018734321,bacteria
1155,sulfasalazine,1.24981,-0.02315101,human_cell
1156,sulfonamide,-2.867271,0.16761677,fungus
1157,sulindac,0.20056415,-0.07059005,human_cell
1158,sumatriptan,5.0874033,0.047717005,human_cell
1159,sunitinib,4.070446,-0.07014412,human_cell
1160,supremon,1.9912822,-0.09365672,human_cell
1161,suprofen,-2.1442733,0.050094455,fungus
1162,suvorexant,-1.3365605,-0.114320576,fungus
1163,symlin,-2.3201358,0.01666893,fungus
1164,t-a2-3,-1.7452865,-0.032722652,fungus
1165,tacrolimus,7.9105453,0.090554,human_cell
1166,tadalafil,0.6340716,-0.11297092,human_cell
1167,tadenan,-2.6746871,0.026862472,fungus
1168,tafamidis,-2.610592,0.022695214,fungus
1169,tafluprost,-0.233773,0.110485144,bacteria
1170,tamoxifen,1.8242614,-0.0015744418,human_cell
1171,tamsulosin,0.44762206,0.0117910355,human_cell
1172,tapentadol,-0.077555895,-0.14302424,virus
1173,tasimelteon,-2.690945,0.09927557,fungus
1174,tazarotene,-1.1792288,-0.16008589,virus
1175,technetium-99m,-0.8950107,-0.024542347,bacteria
1176,teduglutide,-0.6605656,-0.09352657,virus
1177,tegaserod,0.537585,0.09319511,human_cell
1178,telavancin,-0.019748688,-0.13015795,virus
1179,telithromycin,0.20112443,-0.20918602,virus
1180,telmisartan,0.7953484,-0.20519432,virus
1181,temazepam,-0.1903286,-0.09659836,virus
1182,temozolomide,1.4469311,-0.23368672,virus
1183,temsirolimus,1.146312,-0.2799093,virus
1184,teniposide,-0.9731307,0.03003408,bacteria
1185,tenofovir,-0.049915075,-0.2114754,virus
1186,tenoxicam,-1.1978059,-0.08858517,virus
1187,terazosin,-0.31964087,-0.10621202,virus
1188,terbinafine,0.3967793,-0.18575299,virus
1189,terbutaline,-1.8530538,0.04860209,bacteria
1190,terconazole,-2.089426,-0.0010441095,fungus
1191,terlipressin,-0.52288127,0.2758691,human_cell
1192,tesamorelin,-1.039722,-0.05083643,virus
1193,testolactone,-2.3973947,0.027024,fungus
1194,testosterone,7.8990307,0.7183527,human_cell
1195,tetrabenazine,0.19780087,0.24043292,human_cell
1196,tetracaine,-0.53543806,0.026262388,virus
1197,tetracycline,-1.4441941,-0.04247114,bacteria
1198,tetraen,-1.5116904,-0.069087,fungus
1199,tetrahydrobiopterin,-0.19659019,-0.0991306,virus
1200,tetrahydrozoline,-1.9809518,0.10907202,fungus
1201,tetrofosmin,-1.7044582,0.056093737,bacteria
1202,thalidomide,3.442427,-0.20315889,human_cell
1203,theophylline,0.03943968,-0.010975316,human_cell
1204,thiabendazole,-1.1430297,-0.10518026,virus
1205,thiamine,-1.7170217,0.04292044,bacteria
1206,thiazide,-1.2304192,-0.034272328,fungus
1207,thioridazine,0.15938067,0.076322794,human_cell
1208,thiosulfate,-2.2117946,0.11748728,fungus
1209,thiotepa,1.6121886,-0.05964151,human_cell
1210,thiothixene,-0.73168993,0.013025045,bacteria
1211,thymidine,-0.014411926,-0.04919277,virus
1212,thyroxine,0.24013638,0.09649972,virus
1213,tiagabine,1.6773598,-0.27019867,virus
1214,tiaprofenic,-0.17997766,-0.099743456,virus
1215,tibolone,-0.9731462,0.24770455,bacteria
1216,ticagrelor,0.940572,0.027256697,human_cell
1217,ticlopidine,-0.37300658,-0.048835814,virus
1218,tigecycline,0.8854587,-0.12167299,human_cell
1219,tiludronate,-2.2938445,0.0014591813,fungus
1220,timentin,-2.0646167,-0.011141762,fungus
1221,timolol,1.356188,-0.08620185,human_cell
1222,tinidazole,-0.7820637,-0.0540386,virus
1223,tiopronin,-1.0497065,0.10017539,bacteria
1224,tiotropium,0.30573106,0.07097345,human_cell
1225,tipranavir,0.57967687,-0.15773529,virus
1226,tirofiban,-0.52352333,0.44675654,bacteria
1227,tizanidine,1.1161215,-0.26487777,virus
1228,tlcl,-2.3038619,0.048152015,fungus
1229,tmc207,-1.8162515,-0.015174061,fungus
1230,tmc435,-2.177515,-0.015452459,fungus
1231,tobramycin,1.3853209,0.085472144,human_cell
1232,tofacitinib,-0.14041877,0.0021964759,virus
1233,tolazamide,-1.6537447,-0.028508514,fungus
1234,tolbutamide,-1.7659254,-0.024019256,fungus
1235,tolcapone,2.0494497,-0.17843074,virus
1236,tolmetin,-1.4942896,-0.026094094,fungus
1237,tolterodine,-1.4900832,-0.047135636,virus
1238,tolvaptan,-0.77447605,0.0979316,bacteria
1239,topiramate,6.7393055,0.18265407,human_cell
1240,topotecan,-0.23985958,-0.17019787,virus
1241,torasemide,-0.61792445,0.09741853,bacteria
1242,toremifene,-0.7325232,-0.10019937,virus
1243,tpgs,-0.9530034,0.69094336,bacteria
1244,tr-700,-1.6137981,-0.058999255,fungus
1245,trabectedin,-0.60568666,-0.10004929,virus
1246,tramadol,9.2997265,0.3934253,human_cell
1247,tramazoline,-1.4878256,0.043702543,bacteria
1248,trametinib,0.33308816,-0.1592614,virus
1249,trandolapril,0.9155357,-0.15853503,virus
1250,trandolaprilat,-0.5302706,0.05590667,bacteria
1251,tranexamic,0.8082216,0.1724305,human_cell
1252,trans,-0.95628977,0.07185252,bacteria
1253,tranylcypromine,0.0348835,0.080378525,human_cell
1254,travoprost,3.0453045,0.028432697,human_cell
1255,trazodone,1.4085782,-0.062096134,human_cell
1256,treprostinil,0.38670897,-0.02525422,human_cell
1257,triamcinolone,3.4394534,0.2170195,human_cell
1258,triamterene,-1.991437,0.027530804,fungus
1259,triazolam,0.2501948,-0.11358446,virus
1260,triclosan,-1.3172936,0.9460634,bacteria
1261,trien,-1.009654,0.26562202,human_cell
1262,trifluoperazine,0.4175713,0.09551937,human_cell
1263,trifluorothymidine,-0.5430138,-0.2195046,virus
1264,trihexyphenidyl,-1.3703566,0.05723864,bacteria
1265,triiodothyronine,-2.3623793,0.0739983,fungus
1266,trimethadione,-0.7116308,0.15070583,human_cell
1267,trimethobenzamide,-2.2475038,0.08282059,fungus
1268,trimethoprim,-0.6962731,-0.10860357,virus
1269,trimethoprim-sulfamethoxazole,-0.7824242,-0.08444667,bacteria
1270,trimetrexate,-2.2569304,-0.012249544,fungus
1271,trimipramine,-0.18726993,0.014831871,bacteria
1272,triphasil,-1.5326812,0.045313194,bacteria
1273,triptorelin,1.2535379,0.040969104,human_cell
1274,tris,-1.753057,0.10468554,bacteria
1275,trisequens,-0.032660723,-0.12112734,virus
1276,troglitazone,-1.7496781,0.06547239,bacteria
1277,tropicamide,-0.969928,0.09042996,bacteria
1278,tropisetron,-1.7639396,-0.010645956,fungus
1279,trospium,0.0040585995,-0.16702846,virus
1280,trovafloxacin,0.9572394,-0.0850029,virus
1281,udca,1.40329,-0.3021164,virus
1282,ulipristal,-2.5590634,0.018570766,fungus
1283,umeclidinium,-1.3664739,-0.094415784,fungus
1284,unoprostone,-1.1586411,-0.08813584,fungus
1285,ustekinumab,-0.67721343,-0.12727964,virus
1286,v,3.1943161,-0.13155404,human_cell
1287,vacv,-0.17086267,-0.20324218,virus
1288,valdecoxib,2.8509214,-0.12492955,human_cell
1289,valganciclovir,1.2446735,-0.19000527,virus
1290,vallergan,-1.0297675,0.05221288,bacteria
1291,valproate,3.6690948,0.028178066,human_cell
1292,valrubicin,-1.500438,-0.04270275,fungus
1293,valsartan,-0.44911408,-0.13581917,virus
1294,vancocine,0.6698797,0.13037282,bacteria
1295,vandetanib,2.9697983,0.22192805,human_cell
1296,vardenafil,1.2687657,-0.019158557,human_cell
1297,varenicline,3.4395702,-0.15132034,human_cell
1298,vasopressin,-1.6273289,0.12908532,bacteria
1299,vecuronium,-0.26867938,0.16253455,human_cell
1300,vemurafenib,0.04060197,0.2005209,human_cell
1301,venlafaxine,5.1153564,-0.2754058,human_cell
1302,verapamil,0.6662667,0.034118712,human_cell
1303,vernakalant,0.042479515,0.10781749,human_cell
1304,verteporfin,1.0408452,0.027403772,human_cell
1305,vigabatrin,4.637224,0.41216034,human_cell
1306,vilazodone,-1.169987,-0.0836232,virus
1307,vildagliptin,-1.7667046,-0.07037181,fungus
1308,vinblastine,-1.1678493,0.0015720874,bacteria
1309,vincristine,1.206742,0.13999619,human_cell
1310,vinflunine,3.257291,-0.060246587,human_cell
1311,vinorelbine,0.989835,0.04969701,human_cell
1312,vismodegib,-1.5146713,-0.05519879,fungus
1313,vitamin,-0.075918436,0.25819036,human_cell
1314,vitrum,-0.9525287,-0.0129068345,bacteria
1315,vorapaxar,-2.1085856,0.089161016,bacteria
1316,voriconazole,3.8119318,-0.19259033,human_cell
1317,vorinostat,0.21481776,0.21852818,human_cell
1318,warfarin,-0.023379326,0.04541257,human_cell
1319,westcort,-1.6545739,-0.17042527,fungus
1320,x,-1.3449154,-0.10032022,fungus
1321,yttrium,-1.8872962,0.70043457,human_cell
1322,zafirlukast,-0.90481687,-0.03389658,bacteria
1323,zalcitabine,3.4044096,0.023553431,human_cell
1324,zaleplon,1.6229775,-0.30597818,virus
1325,zanamivir,-0.6592653,-0.24188906,virus
1326,ziconotide,0.9213774,-0.13018933,human_cell
1327,zidovudine,0.6807692,-0.1692107,virus
1328,zidovudine/lamivudine,-0.06445718,-0.08042809,virus
1329,zileuton,-1.2880325,-0.060526147,virus
1330,zinc,-2.7952962,0.12790537,fungus
1331,ziprasidone,3.2483046,-0.1544044,human_cell
1332,zncl2,3.194412,2.7507453,human_cell
1333,zoledronic,2.0525243,-0.053017884,human_cell
1334,zolmitriptan,1.8452051,-0.18721119,virus
1335,zolpidem,2.6321166,-0.03904693,human_cell
1336,zonisamide,1.7242768,-0.22092259,virus
1337,zopiclone,1.5599611,-0.2293309,virus
1338,zuclopenthixol,0.83088326,-0.108938575,virus
1339,zyprexa,0.18116498,0.018937677,human_cell
